chr,en
"ᎠᏂᏔᎵ ᎠᏂᎨᏴ ᎠᏂᏍᏙᏍᎨᏍᏗ ᎠᏍᏙᏍᎩᏱ, ᎠᏏᏴᏫ ᎠᏥᏯᏅᏗ ᎨᏎᏍᏗ ᏐᎢᏃ ᎠᏥᎧᎯᏯᏍᏗ ᎨᏎᏍᏗ.","two women shall be grinding at the mill; one is taken, and one is left."
"“Ꭳ, ᎪᎱᏍᏗ ᏂᎬᏁ,” ᎤᏛᏁ.","“Oh, making something,” she said."
"ᎤᏛᏅ ᎠᏌᎻᏓ, ᏑᎾᎴᎢᏉ ᎤᎾᏂᎩᏎ ᎠᏦᎭᏴ, ᏚᏂᎭᏯᎸᏎ ᏴᏫ ᏧᎾᏘᏃᎯᏍᏗ ᎠᏦᎭᏴ.",Smith said they had ridden out from the fort shortly after dawn to go round people up and escort them back to the stockade.
"ᎢᏳᏍᎩᏂ ᏗᏍᏓᏓᏅᏟ ᎠᎵᏍᏓᏴᏗ ᏱᏅᏗᎦᎵᏍᏙᏗᎭ ᎡᎯᏍᏗ ᏱᏯᏓᏅᏓᏗᏍᏔᏅ, ᎿᏉ ᎥᏝ ᎠᏓᎨᏳᏗ ᎨᏒ ᏴᏗᎭ ᎾᏍᎩ ᎿᏛᏁᎲᎢ. ᏞᏍᏗ ᎭᎵᏍᏓᏴᎲᏍᎬ ᎯᏛᏙᏔᏅᎩ ᎾᏍᎩ Ꮎ ᎦᎶᏁᏛ ᎤᏲᎱᎯᏎᎸᎯ.","For if because of meat thy brother is grieved, thou walkest no longer in love. Destroy not with thy meat him for whom Christ died."
ᎠᎴ ᎩᎶ ᏠᎨᏏ ᎡᏙᎯ ᏞᏍᏗ ᏴᏗᎤᏨᏎᏍᏗ ᎤᏄᏬ ᏳᏁᏐᎴᏍᏗ.,and let him that is in the field not return back to take his cloak.
"ᎿᏉᏃ ᏥᏌ ᎤᏁᏨ ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᏥᏍᏕᎾ ᎠᎴ ᏣᏂ ᏪᏍᏗᏃᎲᏏ ᏄᏍᏛ ᎢᏍᏗᎪᎲ ᎠᎴ ᏄᏍᏛ ᎢᏍᏓᏛᎦᏅᎢ; ᎾᏍᎩ ᏗᏂᎨᏫ ᎠᏂᎪᏩᏘᏍᎬᎢ, ᏗᏂᏲᎤᎵ ᎠᏁᏙᎲᎢ, ᎠᏓᏰᏍᎩ ᏧᏂᏢᎩ ᎨᏥᏅᎦᎵᏍᎬᎢ, ᏧᏂᎵᎡᏅ ᎠᎾᏛᎩᏍᎬᎢ, ᏧᏂᏲᎱᏒᎯ ᏕᎨᎦᎴᏗᏍᎬᎢ, ᎤᏲᏃ ᎢᏳᎾᏛᎿᏕᎩ ᎣᏍᏛ ᎧᏃᎮᏛ ᎨᎦᎵᏥᏙᏁᎲᎢ.","And he answered and said unto them, Go and tell John the things which ye have seen and heard; the blind receive their sight, the lame walk, the lepers are cleansed, and the deaf hear, the dead are raised up, the poor have good tidings preached to them."
"ᎪᎯᏍᎩᏂ ᎿᏉ ᎢᎸᎯᏢ ᏄᏜᏅᏛᎾ ᏥᎩ ᎠᏂ ᎤᏚᏫᏛ, ᎠᎴ ᎢᎸᏍᎩ ᎾᏕᏘᏴ ᎤᏣᏘ ᏥᏅᏆᏚᎵᏍᎪ ᏫᏨᎷᏤᏗᏱ;","but now, having no more any place in these regions, and having these many years a longing to come unto you,"
ᎩᎶᏍᎩᏂ ᎠᏥᎪᎵᏰᏍᎪᎢ ᎢᏳᏃ ᎤᏩᏒ ᎤᏚᎵᏍᎬ ᏧᏘᏁᎯ ᎠᎴ ᏧᏌᏛᎥᏍᎪᎢ.,"but each man is tempted, when he is drawn away by his own lust, and enticed."
"ᎾᎿᏃ ᏦᎢ ᎢᏯᏅᏙ ᎤᏪᏙᎸ, ᎠᎴ ᎠᏂᏧᏏ ᏧᏄᎪᏔᏅ ᎪᎱᏍᏗ ᎬᏩᏁᏗᏱ, ᏏᎵᏱ ᏓᏰᏏᏒᎩ ᏥᏳᎯ ᏛᏣᏂᏒᎩ, ᎤᏓᏅᏖᎸᎩ ᏛᎤᏨᏍᏗᏱ ᎼᏏᏙᏂ ᏭᎶᎯᏍᏗᏱ.","And when he had spent three months there, and a plot was laid against him by the Jews as he was about to set sail for Syria, he determined to return through Macedonia."
"ᎬᏂᎨᏒ ᏂᎦᏥᏴᏁᎲ ᎠᏂᏧᏏ ᎠᎴ ᎾᏍᏉ ᎠᏂᎪᎢ ᎾᏍᎩ ᎤᏁᎴᏅᎯ ᎦᏁᏟᏴᎡᏗ ᎨᏒ ᎣᏓᏅᏛᎢ, ᎠᎴ ᎪᎯᏳᏗ ᎨᏒ ᎤᎬᏫᏳᎯ ᎢᎦᏤᎵ ᏥᏌ ᎦᎶᏁᏛ.","testifying both to Jews and to Greeks repentance toward God, and faith toward our Lord Jesus Christ."
"ᎾᏍᎩᏃ ᏄᎵᏍᏔᏁᏍᏗ ᏛᏥᎷᏥ ᎠᎴ ᏛᏥᎵᏦᏘᏌᏂ ᏕᏫ ᎤᏤᎵ ᎦᎵᏦᏛᎢ, ᎾᏍᎩ ᎡᎳᏗ ᎤᏪᏡᏒᎯ ᏥᎩ, ᎠᎴ ᏛᏥᎵᏦᏘᏌᏂ ᎤᎵᏦᏙᎠᏒᎢ, ᎠᎴ ᏛᏥᎧᎯᏌᏂ.","After these things I will return, And I will build again the tabernacle of David, which is fallen; And I will build again the ruins thereof, And I will set it up:"
"ᎤᏂᎸᏉᏗ ᎨᏒ ᎠᏂᏫᎾ ᎤᏂᏚᎩ ᏃᎴ ᎠᏂᎫᏌ ᏃᎴ ᎠᏂᏣᎳᎩ ᏃᎴ Seminole ᏗᏂᎳᏫᎩ ᏩᏏᏓᏂ ᎦᏚᎲ, ᏓᏂᏃᎮᏍᎬ ᎧᏃᎮᏛ ᏓᏦᎯᏍᏛ.",But it was popular among young men of bright prospect and also various Creek and Cherokee and Seminole legations come to Washington City to negotiate treaties.
ᏯᎾᎵᏖᎸᎲᏍᎬᎾ ᎤᏂᏃᏕᎾ.,The sheep lay motionless.
"ᎩᎶᏰᏃ ᎾᏍᎩ ᏂᎦᏡᏗᏍᎬᎾ ᏥᎨᏐ, ᎾᏍᎩ ᎢᎦᎵᎪᏁᎯ ᎨᏐᎢ.",For he that is not against us is for us.
ᎯᎠ ᏄᏂᏪᏒᎩ; ᎯᎠ ᎾᏍᎩ ᏓᏍᏗᏰᏗᎭ ᏴᏫ ᎤᏁᎳᏅᎯ ᎠᎾᏓᏙᎵᏍᏓᏁᎲ ᏗᎧᎿᏩᏛᏍᏗ ᎤᏂᏲᏍᏙᏗᏱ.,"saying, This man persuadeth men to worship God contrary to the law."
"“ᎯᏃᏉ ᎨᏒ,” ᎤᏛᏁ ᎰᎻ, ”ᎭᏂ ᎡᎶᎯ ᏅᎩᏉ ᎾᏂᎠ ᏴᏫ ᎠᏂᎦᏔ ᎤᏍᏆᏂᎩᏘ ᏄᎵᏍᏔᏅᎢ---ᎠᏋᏌ, ᎠᏆᏓᎵ ᎠᎳᏂ, ᏥᎾᏌᎢ ᏣᏄᏏ, ᏃᎴ ᏂᎯ.”","“So far,” said Zuckerman, “only four people on earth know about this miracle—myself, my wife Edith, my hired man Lurvy, and you.”"
"ᎢᎦᏛᏃ ᎠᏄᎦᎸᎯ ᎤᎳᎨᏯᏛᏤᎢ; ᎠᏄᎦᎸᏃ ᏧᏛᏎᎢ, ᎠᎴ ᎤᏁᏄᎳᏍᏔᏁᎢ, ᎠᎴ ᏄᎾᏄᎪᏫᏒᎾ ᎨᏎ ᎤᎦᏔ.","And other fell among the thorns, and the thorns grew up, and choked it, and it yielded no fruit."
ᎨᏍᏗ ᏱᏥᎪᎠ ᎡᏂᏏ ᎠᏂᏁᎵ ᏦᏲᏎᎸ ᏣᎵ.,I didn’t see Ancih’s husband and said so to Charley.
"ᎯᎢᏃ ᏍᏏᏉᏯ ᎠᏍᎦᏯ ᎤᎵᏍᎨᏓ ᎨᏎ, ᎢᏓᏗᎰ.","This Sequoyah must have been famous, we say."
"ᎠᏎᏃ ᏥᏌ ᏫᏚᏯᏅᎲ ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᎢᏥᎦᏔᎭ ᎾᏍᎩ ᎤᏂᎬᏫᏳᎯ ᎨᏥᏰᎸᎢ ᎨᏒ ᏧᎾᏓᎴᏅᏛ ᏴᏫ ᏓᏁᏩᏗᏒᎢ, ᏗᎬᏩᎾᏁᎶᏙᏗᏱ ᎾᏅᏁᎰᎢ; ᏧᏂᎸᏉᏗᏃ ᎨᏒ ᎬᏩᎾᏓᎵᏁᎯᏕᎰᎢ.","And Jesus called them to him, and saith unto them, Ye know that they who are accounted to rule over the Gentiles lord it over them; and their great ones exercise authority over them."
ᎯᎠᏍᎩᏂ [ᎠᏍᎦᏯ] ᎠᎵᏍᏆᏗᏍᎩ ᏂᎨᏒᎾ ᏤᎭ ᎤᎶᏏᎲᏍᏗ ᏂᎨᏒᎾ ᎠᏥᎸ-ᎨᎶᎯ ᎨᏒᎢ.,"but he, because he abideth for ever, hath his priesthood unchangeable."
"ᏁᎵᏍᎬᏃ, ᏗᏤ ᏗᎳᏑᎶ ᏦᎯᏍᏙᏗ ᏧᎳᏑᏝᏅ.","His opinion was, the new boots were close to the finest he had ever worn."
ᎣᏍᏓ ᎠᏓᎾᏫᏛᏗ ᏃᎴ ᎠᏗᏍᎦᎶᏗ.,"It was fine to jump in, and perfect to hide in."
"ᎩᎶᏰᏃ ᏱᎦᏬᏂᎭ ᏅᏩᎾᏓᎴ ᎤᏂᏬᏂᎯᏍᏗ ᎨᏒᎢ, ᎥᏝ ᏴᏫ ᏱᏗᎦᏬᏁᏗᏍᎪᎢ, ᎤᏁᎳᏅᎯᏍᎩᏂ; ᎥᏝᏰᏃ ᎩᎶ ᏳᏬᎵᏤᎰᎢ; ᎠᏓᏅᏙᏍᎩᏂᏃᏅ ᎬᏗ ᎦᏬᏂᏍᎬ ᎤᏕᎵᏛ ᎦᎾᎸᎪᏫᏍᎪᎢ.","For he that speaketh in a tongue speaketh not unto men, but unto God; for no man understandeth; but in the spirit he speaketh mysteries."
"ᎠᏎᏃ ᎢᏙᎯᏳᎲᏍᎦ ᎾᏍᎩ ᎤᎬᏫᏳᎯ ᏥᏌ ᎦᎶᏁᏛ ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᏅᏗᎦᎵᏍᏙᏗᏍᎬ ᎠᏴ ᎡᎩᏍᏕᎸᏗ ᎨᏒᎢ, ᎾᏍᎢᏯ ᎾᏍᎩ ᎨᏥᏍᏕᎸᏗ ᏥᎩ.","But we believe that we shall be saved through the grace of the Lord Jesus, in like manner as they."
ᏃᎴ ᏍᏈᏍᏙᏒ ᎤᎵᎮᎵᏍᏗ ᎤᏩᏙᎯᏴᏓ ᎢᎦ ᏭᏩᎦᏘᏗᏒ.,"And many more happy, tranquil days followed."
"ᎢᏓᎵᏅᏟ, ᎢᏣᏖᏆᎶᎯ ᏍᎩᏍᏓᏩᏕᎩ ᎨᏎᏍᏗ, ᎠᎴ ᏕᏣᎦᏌᏯᏍᏕᏍᏗ ᎾᏍᎩ ᎢᏯᎾᏛᏁᎯ ᎠᏁᏙᎲᎢ, ᎾᏍᎩ ᎠᏴ ᏍᎩᏯᏕᎶᏆᎡᎯ ᏥᏕᏍᎩᏯᎧᎭ.","Brethren, be ye imitators together of me, and mark them that so walk even as ye have us for an ensample."
"ᏗᏃᏪᎵᏍᎩᏃ ᎠᎴ ᎠᏂᏆᎵᏏ ᎬᏩᎪᎲ ᎢᏧᎳᎭ ᎠᎾᎵᏍᏓᏴᎲᏍᎬ ᎠᏕᎸ ᎠᏂᎩᏏᏙᎯ ᎠᎴ ᎠᏂᏍᎦᎾ, ᎯᎠ ᏂᏚᏂᏪᏎᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᎦᏙᏃ ᎢᏧᎳᎭ ᏣᎾᎵᏍᏓᏴᎲᏍᎦ ᎠᎴ ᎢᏧᎳᎭ ᏣᎾᏗᏔᏍᎦ ᎠᏕᎸ ᎠᏂᎩᏏᏙᎯ ᎠᎴ ᎠᏂᏍᎦᎾᎢ.","And the scribes of the Pharisees, when they saw that he was eating with the sinners and publicans, said unto his disciples, How is it that he eateth and drinketh with publicans and sinners?"
ᎿᏉᏃ ᏅᎩᏁ ᎢᏳᎾᏓᏁᏟᏴᏛ ᎨᏒ ᎠᏂᏯᏫᏍᎩ ᏒᏃᏱ ᏥᏌ ᏫᏚᎷᏤᎸᎩ ᎥᏓᎵ ᎦᏚᎢ ᎠᎢᏒᎩ.,"And in the fourth watch of the night he came unto them, walking upon the sea."
ᏕᎤᎧᎿᏅᏰᏃ ᎤᏲ ᏄᏛᎿᏕᎬ ᎠᎨᏴ ᎤᏅᏏᏓᏍᏗ; ᎬᏂᏳᏉᏰᏃ ᎪᎯ ᎢᏳᏓᎴᏅᏛ ᎾᎾᏓᏁᏟᏴᏏᏒ ᏴᏫ ᎦᎸᏉᏗᏳ ᎬᏉᏎᎮᏍᏗ.,"For he hath looked upon the low estate of his handmaid: For behold, from henceforth all generations shall call me blessed."
"ᏅᏩᏙᎯᏯᏛᏃ ᎤᏁᎳᏅᎯ ᎤᏓᏁᏗ ᎨᏒ, ᎾᏍᎩ ᏥᎦᎶᏒᏍᏗᎭ ᏂᎦᎥ ᎬᏓᏅᏖᏗ ᎨᏒᎢ, ᏧᏍᏆᏂᎪᏙᏗ ᎨᏎᏍᏗ ᏗᏥᎾᏫ ᎠᎴ ᏗᏣᏓᏅᏙ, ᎦᎶᏁᏛ ᏥᏌ ᏂᎬᏂᏏᏍᎨᏍᏗ.","And the peace of God, which passeth all understanding, shall guard your hearts and your thoughts in Christ Jesus."
"ᎠᎴ ᎾᏍᏉ ᎦᎸᏉᏗ ᎠᏓᏅᏙ ᎣᎪᎯᏳᏓᏁᎯ; ᎦᏳᎳᏰᏃ ᎯᎠ ᎾᏍᎩ ᎢᏳᏪᏛ ᏂᎨᏐᎢ,","And the Holy Spirit also beareth witness to us; for after he hath said,"
ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᏎᎵᏔᏁ ᎤᏚᎢᏍᏓᏁᎴ ᎤᏁᏗᏱ ᏄᏍᏛᏉ ᎤᏔᏲᎸᎢ.,Whereupon he promised with an oath to give her whatsoever she should ask.
"ᎾᏍᏉᏃ ᎤᏂᏣᏖ ᏕᎦᏚᏩᏗᏒ ᏅᏓᏳᏂᎶᏒᎯ ᏥᎷᏏᎵᎻ ᎠᏂᎷᎨᎢ, ᏓᎾᏖᏃᎯᎮ ᏧᏂᏢᎩ ᎠᎴ ᎠᏂᏍᎩᎾ ᎬᏩᏂᏱᎵᏙᎯ; ᏂᎦᏛᏃ ᏕᎨᏥᏅᏩᏁᎢ.","And there also came together the multitude from the cities round about Jerusalem, bringing sick folk, and them that were vexed with unclean spirits: and they were healed every one."
"ᎾᏍᎩᏯ ᎾᏍᏉ ᎪᎯᏳᏗ ᎨᏒᎢ, ᎢᏳᏃ ᏔᎵ ᏄᏛᏛᎾ ᎢᎨᏎᏍᏗ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒᎢ, ᎤᎵᏬᏨᎯ, ᎤᏩᏒᏉ ᎨᏒ ᎢᏳᏍᏗ.","Even so faith, if it have not works, is dead in itself."
"ᎩᎶ ᎾᏱᏍᎬᎾ ᎢᎨᏎᏍᏗ ᎤᏤᎵ ᏧᏓᎿᏩᏛ ᎠᎴ ᎾᎩᏍᏓᏩᏕᎬᎾ ᎢᎨᏎᏍᏗ, ᎥᏝ ᏰᎵ ᎠᏴ ᎠᏆᏤᎵ ᎢᎬᏩᎵᏍᏙᏗ ᏱᎨᏎᏍᏗ.","And he that doth not take his cross and follow after me, is not worthy of me."
"”ᏩᎾᎢ ᏗᎦᎶᏅᎮᏗ,” ᎤᏛᏁ ᏌᎳᏓ.","“Easy to fool,” said Charlotte."
"ᎡᎵᏍᏗ ᎯᏃᎯᏳᎲᎦ, ᎤᏛᏅ.","I believe we have reached a deal, he said."
"ᎢᏳ ᎠᎴ ᎩᎶ ᎢᎪᏣᎴᏍᎨᏍᏗ ᎢᎦᏛ ᎧᏃᎮᏛ ᎪᏪᎵᎯ ᎯᎠ ᎾᏍᎩ ᎠᏙᎴᎰᏒᎯ ᎨᏒᎢ, ᎤᏁᎳᏅᎯ ᎠᏎ ᏓᏳᏬᏣᎳᎡᎵ ᎤᏤᎵ ᎨᏒ ᎬᏂᏛ ᎠᏓᏁᎯ ᎪᏪᎵᎯ, ᎠᎴ ᎦᎸᏉᏗᏳ ᎦᏚᎲᎢ, ᎠᎴ ᏧᏓᎴᏅᏛ ᎪᏪᎸ ᎠᏂ ᎪᏪᎵᎯ.","and if any man shall take away from the words of the book of this prophecy, God shall take away his part from the tree of life, and out of the holy city, which are written in this book."
"“ᎨᏍᏗ ᏳᏩᎾᏔ ᏙᎤᏍᏗ ᎨᏒ,” ᎤᏛᏁ ᏌᎶᎵ.","He doesn't know what it is, said Squirrel."
"ᎬᎾᏰᏍᎬᏰᏃ, ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ ᎯᏍᏓᏱᏳ ᎨᏒ ᎯᏍᎦᏯ; ᎯᎩᏍᎪᏰᏃ ᎾᏍᎩ ᏂᏣᏅᎾ ᎨᏒᎢ, ᎠᎴ ᎯᏍᎫᏕᏍᎪ ᎾᏍᎩ ᏂᏣᏫᏒᎾ ᎨᏒᎢ.","for I feared thee, because thou art an austere man: thou takest up that which thou layedst not down, and reapest that which thou didst not sow."
"ᎿᏉᏃ ᏔᎵᏁ ᏭᏂᏯᏅᎲᎩ ᎠᏍᎦᏯ ᏗᎨᏫ ᎢᏳᎵᏍᏔᏅᎯ; ᎯᎠᏃ ᏄᏂᏪᏎᎸᎩ; ᎯᎸᏉᏓ ᎤᏁᎳᏅᎯ, ᎠᏴ ᎣᏥᎦᏔᎭ ᎾᏍᎩ ᎯᎠ ᎠᏍᎦᏯ ᎠᏍᎦᎾ ᎨᏒᎢ.","So they called a second time the man that was blind, and said unto him, Give glory to God: we know that this man is a sinner."
ᎾᏍᎩ ᎩᎶ ᎠᏂᏍᏓᏩᏗᏒ ᎤᎾᏞᏒ ᎪᎯᏳᏗ ᎨᏒᎢ. [ᎤᏁᎳᏅᎯ] ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᏕᏣᎧᏩᏗᏙᎮᏍᏗ. ᎡᎺᏅ.,which some professing have erred concerning the faith. Grace be with you.
ᎠᏎᏃ ᏥᏯᎵᏍᎦᏍᏙᏗᎭ ᎤᎬᏫᏳᎯ ᎤᎵᏍᎪᎸᏙᏗᏱ ᎠᏴ ᎾᏍᏉ ᎠᏋᏒ ᏂᎪᎯᎸᎾ ᏫᏨᎷᏤᏗᏱ.,but I trust in the Lord that I myself also shall come shortly.
"ᎥᏃᏱᏃ ᎠᏰᎵ ᎩᎶ ᎠᏍᏓᏯ ᎤᏁᏤᎢ, ᎯᎠ ᏄᏪᏎᎢ; ᎬᏂᏳᏉ ᎠᏕᏒᎲᏍᎩ ᏓᏯᎢ! ᏫᏕᏣᏠᎢ!","But at midnight there is a cry, Behold, the bridegroom! Come ye forth to meet him."
"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ ᏌᏉ ᎢᎦ ᎾᎯᏳ ᎨᏒ, ᏕᎨᏲᎲᏍᎨ ᏴᏫ ᎤᏛᎾᏗᎦᎳᏫᎢᏍᏗᏱ, ᎣᏍᏛ ᎧᏃᎮᏛ ᎠᎵᏥᏙᎲᏍᎨᎢ, ᎾᏍᎩ ᏄᏂᎬᏫᏳᏒ ᎠᏥᎸᎠᏁᎶᎯ, ᎠᎴ ᏗᏃᏪᎵᏍᎩ ᎬᏩᏃᎴᎢ, ᎤᎾᎵᎪᏎ ᏗᏂᎳᏫᎩ,","And it came to pass, on one of the days, as he was teaching the people in the temple, and preaching the gospel, there came upon him the chief priests and the scribes with the elders;"
"ᎢᎬᏱᏱᏃ ᎢᎦ ᎾᎪᏔᏅᎾ ᎦᏚ ᎠᎩᏍᏗᏱ, ᎾᎯᏳ ᎤᏂᎸ ᎧᏃᎯᏰᎩ ᏗᎵᏍᏓᏴᏗᏱ, ᎬᏩᏍᏓᏩᏗᏙᎯ ᎯᎠ ᏂᎬᏩᏪᏎᎴᎢ, ᎭᏢ ᏣᏚᎵ ᏬᎦᏛᏅᎢᏍᏙᏗᏱ, ᎧᏃᎯᏰᎩ ᏣᎵᏍᏓᏴᏗᏱ?","And on the first day of unleavened bread, when they sacrificed the passover, his disciples say unto him, Where wilt thou that we go and make ready that thou mayest eat the passover?"
"ᎠᎴ ᏂᎪᎯᎸᏉ ᎤᏛᎾ-ᏗᎦᎳᏫᎢᏍᏗᏱ ᎠᏂᏯᎡᎢ, ᎠᎾᎵᎮᎵᏤᎮ ᎠᎴ ᎠᏂᎸᏉᏗᏍᎨ ᎤᏁᎳᏅᎯ. ᎡᎺᏅ.","and were continually in the temple, blessing God."
"ᏍᎩᏃ ᏄᎵᏍᏔᏃᏅ, ᏥᏔᎦ ᏧᎪᎳ ᏓᏳᏓᎴᏅᏓ, ᎨᏍᏗ ᎪᎱᏍᏗ ᎫᏩᏏ ᏱᎨᏎ ᏤᎩᏏᏂ.","On those actions, as opposed to a matter of chicken bones, Jackson had no comment one way or the other."
ᏅᎩ ᎢᏳᏩᏂᎸ--ᎤᏒᎮᏱᏣ ᎠᎵᏍᏓᏴᏗ.,At four would come supper.
ᎨᎵᎠ ᎭᎦᏓ ᏄᏛᎾ ᏂᎯ ᎨᏒ.”,I’m afraid he’s much bigger than you are.”
ᎣᏏᏉᏧ?,Are you all right?
"“ᎣᏍᏓ ᎭᏓᏅᏛᎳ,” ᎤᏛᏁ ᏌᎳᏓ.","“Good idea,” said Charlotte."
ᎨᏍᏘᏃ ᏯᏆᏚᎵᏍᎨ ᏥᏣᏓᏅᏛᎾ ᏤᏣᎧᏃᏗ ᎬᏲᏎᏗ.,I was trying to avoid saying that you look the fool.
"ᏅᏛᎩᏅᏏᏛ ᎣᎩᎾᎵᎪᎭ; ᎠᎦᏴᎵᎨ ᎥᏝ ᏯᏋᏕᏨ, ᏂᎪᎯᎸᏰᏃ ᏓᎩᎸᏫᏍᏓᏁᎰ ᎣᏍ-Ꮫ ᎤᏰᎸᏗ.",And he that sent me is with me; he hath not left me alone; for I do always the things that are pleasing to him.
"ᏞᏍᏗ ᎠᎴ ᎯᏍᎪᎵ ᏱᏣᏁᎢᏍᏔᏁᏍᏗ, ᏝᏰᏃ ᏰᎵ ᏌᏉ ᎩᏢ ᎤᏁᎬ ᎠᎴ ᎬᎿᎨ ᏱᏅᎦᎲᎦ.","Neither shalt thou swear by thy head, for thou canst not make one hair white or black."
"ᎾᏍᎩ ᎣᏍᏛ ᏚᏂᎸᏫᏍᏓᏁᎲ ᏗᏅᏂᏗᏳ ᎬᎾᎢᏒ ᏧᏂᏯᏍᏗᎭ ᏗᎬᏩᎸᏌᏛ ᎠᎴ ᎦᎸᏉᏗᏳ ᎨᏒ ᎠᎴ ᎠᏲᎱᎯᏍᏗ ᏂᎨᏒᎾ ᎨᏒᎢ, ᎠᎵᏍᏆᏗᏍᎩ ᏂᎨᏒᎾ ᎬᏂᏛ ᏧᎫᏴᏁᏗ ᏥᎩ;","to them that by patience in well-doing seek for glory and honor and incorruption, eternal life:"
"ᏓᏆᎴᏅ ᏩᏁ ᏧᎬ ᎣᎭᏁ, ᎣᎩᎵᏦᏩᏛ ᎢᏣ ᎠᏇᏅᏒ, ᎡᏝᏪᎯ ᎪᎰᏍᏗ ᏣᎩᏁᏤᎰ ᏅᏩᏍᏛ ᎠᏌᎻᏓ.","I rose from behind the hickory trunk and started walking into camp, and as I went Smith was saying something to me in a hissing whisper inflected like he thought he was issuing orders."
"ᏥᏌᏃ ᎯᎠ ᏄᏪᏎᎴᎢ, ᎢᏳᏃ ᎨᏦᎯᏳᏗ ᎨᏎᏍᏗ, ᏂᎦᏗᏳ ᎪᎱᏍᏗ ᎢᎦᏰᎦᏛᏁᏗ ᎪᎯᏳᎲᏍᎩ.","And Jesus said unto him, If thou canst! All things are possible to him that believeth."
"ᎾᏍᎩ Ꮎ ᎩᎳᏉ ᎢᏴᏛ ᏫᏚᏯᏅᎲ ᎠᏂᏯᏫᏍᎩ ᎠᎴ ᎠᏍᎪᎯᏧᏈ ᏗᎾᏘᏂᏙᎯ, ᎠᎴ ᏗᏁᏙᎲ ᏭᏗᏢᏍᏔᏅᎩ. ᏚᏂᎪᎲᏃ ᏄᎬᏫᏳᏒ ᏗᏓᏘᏂᏙᎯ ᎠᎴ ᎠᏂᏯᏫᏍᎩ, ᎤᏂᏑᎵᎪᏨᎩ ᎠᏂᎸᏂᎲ ᏉᎳ.","And forthwith he took soldiers and centurions, and ran down upon them: and they, when they saw the chief captain and the soldiers, left off beating Paul."
"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎠᏏᏉ ᎾᏍᎩ ᎯᎠ ᏂᎦᏪᏍᎨᎢ, ᎩᎶ ᎢᏳᏍᏗ ᎠᎨᏴ ᎨᎳ ᎤᎾᏓᏡᎬ ᎤᏌᎳᏓᏁ ᎧᏁᎬ ᎠᎴ ᎯᎠ ᏄᏪᏎᎴᎢ; ᎣᏏᏳ ᎢᏳᎵᏍᏓᏁᏗ ᏂᎯ ᏣᎾᏄᎪᏫᏒᎯ ᎠᎴ ᎾᏍᎩ ᏣᏍᏛᏅᎯ.","And it came to pass, as he said these things, a certain woman out of the multitude lifted up her voice, and said unto him, Blessed is the womb that bare thee, and the breasts which thou didst suck."
"”ᎭᏕᏬ, ᎤᎧᏲᏓ ᏣᎵᏍᏓᏴᏗ ᏣᎶᏙᏗ, ᏣᏢᏗ ᎠᏆᏚᎵ.","“No, the trough is dry, and I want you to go to sleep."
"ᎠᏎᏃ ᎤᏙᎯᏳᎯᏯ ᎢᏨᏃᏁᎭ; ᎣᏏᏳ ᎢᏣᎵᏍᏓᏁᏗ ᏨᏓᎨᏏ; ᎢᏳᏰᏃ ᎾᏇᏅᏒᎾ ᏱᎩ, ᎠᏓᏅᏬᎯᏍᏗᏍᎩ ᎥᏝ ᏴᎨᏥᎷᏥᏏ; ᏯᏇᏅᏍᎩᏂ ᏅᏓᏥᏅᏍᏗ ᎨᏎᏍᏗ ᎢᏥᎷᏤᏗᏱ.","Nevertheless I tell you the truth: It is expedient for you that I go away; for if I go not away, the Comforter will not come unto you; but if I go, I will send him unto you."
"ᎥᏝ ᎠᎴ ᎩᎶ ᎢᏎ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᏧᏪᏘ ᏗᏑᏢᏛ ᏱᏓᏟᏍᏗᏍᎪᎢ; ᎢᏤᏰᏃ ᎩᎦᎨ-ᎠᏕᏔᏍᏗ ᏱᏙᎦᏣᎦᎸ ᏗᏑᏢᏛ, ᎠᎴ ᏗᎦᎨ-ᎠᏗᏔᏍᏗ ᏯᏤᏬᎩ, ᎠᎴ ᏗᏑᏢᏛ ᏱᏓᏲᎩ; ᎢᏤᏍᎩᏂ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ, ᏗᏤ ᏗᏑᏢᏛ ᏗᏟᏍᏙᏗ ᎨᏐᎢ.","And no man putteth new wine into old wineskins; else the wine will burst the skins, and the wine perisheth, and the skins: but they put new wine into fresh wine-skins."
