chr,en,num_words
ᎨᏍᏗ ᏫᏥᎢᎦ ᏳᏂᏬᏂᏌ ᎠᎾᎵᏍᏔᏴᎲᏍᎬ.,Nobody said much of anything during the meal.,8
"ᎠᎴ ᎤᎦᎵᏍᏗ ᎣᎦᏓᏅᏔᏩᏕᎪᎢ, ᎠᎴ ᎤᏟ ᎦᏲᎩᏰᎸᏗ ᎠᏰᎸ ᎣᎩᎪᏁᎶᎢᏍᏗᏱ, ᎠᎴ ᎤᎬᏫᏳᎯ ᎡᎲ ᏬᎦᏁᎳᏗᏍᏗᏱ.","we are of good courage, I say, and are willing rather to be absent from the body, and to be at home with the Lord.",25
ᎠᏓᏅᏙᏃ ᎠᎴ ᎠᏥᏰᎯ ᎡᎮᎾ ᎠᎾᏗᎭ. ᎠᎴ ᎠᏛᎩᏍᎩ ᎡᎮᎾ ᎠᏗᏍᎨᏍᏗ. ᎠᎴ ᎩᎶ ᎤᏔᏕᎩᏍᎩ ᏫᎦᎷᎩ; ᎠᎴ ᎪᎶ ᎤᏚᎵᏍᎨᏍᏗ ᎦᏁᎩ ᏍᎨᏍᏗ ᎠᎹ ᎬᏂᏛ ᎠᏓᏁᎯ ᏧᎬᏩᎶᏗ ᏂᎨᏒᎾ.,"And the Spirit and the bride say, Come. And he that heareth, let him say, Come. And he that is athirst, let him come: he that will, let him take the water of life freely.",35
ᎠᏎᏃ ᏚᎾᏦᎭᏱᎸᏉ.,"As it was, they wept.",5
"ᎠᏆᏛᎦᏅ ᏂᏓᏛᏁᎰᏅ ᎭᏂ, Florida ᏓᏕᏏ ᎤᏛᏅ Perry.","I heard when we’re done here it’s Florida for us, Perry said.",12
"ᎾᏍᎩ ᏦᏥᎦᏔᎭ, ᎢᏓᎵᏅᏟ ᎤᏁᎳᏅᎯ ᎢᏥᎨᏳᎯ, ᎡᏣᏑᏰᏛ ᎨᏒᎢ.","knowing, brethren beloved of God, your election,",7
ᎿᏉᏃ ᎠᏂᏆᎵᏏ ᎤᏂᏁᏨ ᎯᎠ ᏂᏚᏂᏪᏎᎸᎩ; ᏥᎪ ᏂᎯ ᎾᏍᏉ ᎡᏥᎶᏄᎡᎸ?,"The Pharisees therefore answered them, Are ye also led astray?",10
"ᏉᎳᏃ ᏚᎴᏅ, ᎤᏬᏰᏂᏃ ᎤᏖᎸᏅ, ᎯᎠ ᏄᏪᏎᎢ; ᎢᏥᏍᎦᏯ ᎢᏏᎵ ᏧᏪᏥ ᎠᎴ ᎤᏁᎳᏅᎯ ᎢᏥᎾᏰᏍᎩ, ᎢᏣᏛᏓᏍᏓ.","And Paul stood up, and beckoning with the hand said, Men of Israel, and ye that fear God, hearken:",19
ᎯᎠᏃ ᏧᏆᎶᎦ ᎦᏙ ᏫᏚᎾᎪᏒ.,These are leaves that have decomposed into soil.,8
"ᏂᏥᎥᏰᏃ ᏰᎵ ᎨᏥᏙᎴᎰᎯᏍᏗ ᏌᏉ ᎤᏪᏒᏛ; ᎾᏍᎩ ᎾᏂᎥ ᎤᎾᏕᎶᏆᏍᏗᏱ, ᎠᎴ ᎾᏂᎥ ᎤᏂᎦᎵᏍᏓᏗᏍᏗᏱ.","For ye all can prophesy one by one, that all may learn, and all may be exhorted;",17
"ᏍᎩᏄᏍᏕ ᏄᏂᏪᏎ ᏩᏏᏓᏂ ᏃᎴ ᏤᎩᏏᏂ, ᏍᎩᎾᎾ ᎤᏩᏌ ᏱᏂᏣᏛᏁᎳ ᏓᏣᏓᏂᏱ.","Washington and Jefferson had told them that to survive, those were the only terms.",14
"ᏄᏂᎬᏫᏳᏒᏃ ᎠᏥᎸ-ᎠᏁᎶᎯ ᏚᏂᎩᏒ ᎠᏕᎸ ᎯᎠ ᏄᏂᏪᏎᎢ; ᎥᏝ ᏚᏳᎪᏛ ᏱᎦᎩ ᎠᏕᎸ-ᏗᏗᏱ ᏱᏗᏗᎲᏍᎦ, ᎩᎬᏰᏃ ᏧᎬᏩᎳᏅᎯ.","And the chief priests took the pieces of silver, and said, It is not lawful to put them into the treasury, since it is the price of blood.",28
"ᎥᏈᎪᎵᏱᏃ ᎠᎴ ᎠᏆᎶᏂᏯ ᎤᏁᏙᏅ, ᏕᏏᎶᏂᎦ ᏭᏂᎷᏨᎩ, ᎾᎿ ᎠᏂᏧᏏ ᏓᏂᎳᏫᎢᏍᏗᏱ ᎠᏓᏁᎸᎩ.","Now when they had passed through Amphipolis and Apollonia, they came to Thessalonica, where was a synagogue of the Jews:",20
ᎦᏓᏁᏍᏙ ᏃᎴ ᎤᎦᎭᏛ ᏃᎴ ᎤᏕᏘᏴᏌᏗᏒ ᎠᎦᏍᎪ.,It was wet and foggy and rainy a great deal of the year.,13
"ᏂᎯᏰᏃ ᎢᏨᏬᏁᏗᎭ ᏗᏣᏓᎴᏅᏛ ᏴᏫ, ᏅᏗᎦᎵᏍᏙᏗᎭ ᎠᏴ ᎥᎩᏅᏏᏛ ᎨᏒ ᏧᎾᏓᎴᏅᏛ ᏴᏫ ᎦᏥᏯᎵᏥᏙᏁᏗᏱ, ᏥᎸᏉᏗᎭ ᏄᏍᏛ ᎥᏆᏒᎦᎶᏛᎢ;","But I speak to you that are Gentiles. Inasmuch then as I am an apostle of Gentiles, I glorify my ministry;",21
"ᎾᏍᎩᏰᏃ ᎯᎠ ᎣᏏᏳ ᎠᎴ ᏧᏓᏂᎸᎢᏍᏗᏳ ᏓᎧᏅ ᎤᏁᎳᏅᎯ ᎢᎩᏍᏕᎵᏍᎩ,",This is good and acceptable in the sight of God our Saviour;,12
"”ᏓᏥᎶᎣᏔᏂ ᎧᏅᏂᏍᎩ, ᎧᏁᏌᎢ ᏫᏓᎦᎸᏥᎵ,” ᎤᏛᏁ.","“I’m going to knock that ol’ spider into this box,” he said.",12
"ᏥᏌᏃ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; ᏅᏗᎦᎵᏍᏙᏗᎭ ᏂᏦᎯᏳᏒᎾ ᎨᏒᎢ. ᎤᏙᎯᏳᎯᏯᏰᏃ ᎯᎠ ᏂᏨᏪᏎᎭ; ᎢᏳᏃ ᏱᏦᎯᏳᎭ ᎾᏍᏉ ᎠᏥᎸᏉ ᎤᎦᏔ ᎢᎩᏛ, ᎯᎠ ᏱᏂᏥᏪᏏ ᎯᎠ ᏦᏓᎸ, ᎭᏓᏅᎾ ᎢᏢ ᏫᎶᎯ, ᎠᎭ ᎤᏓᏅᏍᏗ; ᎥᏝ ᎠᎴ ᎪᎱᏍᏗ ᏱᎨᏥᏄᎸᎲᏍᎦ.","And he saith unto them, Because of your little faith: for verily I say unto you, If ye have faith as a grain of mustard seed, ye shall say unto this mountain, Remove hence to yonder place; and it shall remove; and nothing shall be impossible unto you.",48
ᏗᎧᎿᏩᏗᏙᎯᏃ ᎤᏁᏨ ᎯᎠ ᏄᏪᏎᎴᎢ; ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ ᏧᏣᎷᏤᎵ ᎠᎴ ᎤᎵᏂᎩᏗᏳ ᎨᏒ ᏩᏍᏛ ᎦᎸᎳᏗᏳ ᎡᎯ ᏓᏣᏓᏩᏗᏍᏙᏔᏂ; ᎾᏍᎩ ᎢᏳᏍᏗ ᎾᏍᏉ ᎾᏍᎩ ᎦᎸᏉᏗᏳ ᏨᏓᏣᏕᏁᎵ ᎤᏁᎳᏅᎯ ᎤᏪᏥ ᎠᎪᏎᎮᏍᏗ.,"And the angel answered and said unto her, The Holy Spirit shall come upon thee, and the power of the Most High shall overshadow thee: wherefore also the holy thing which is begotten shall be called the Son of God.",40
"ᎾᏍᎩ ᏁᏥᎳᏫᏎᎲᎾ ᎠᎴ ᏂᏣᏠᎾᏍᏛᎾ ᎨᏎᏍᏗ, ᎤᏁᎳᏅᎯ ᏧᏪᏥ, ᎦᏰᏧᎢᏍᏙᏗ ᏂᎨᏒᎾ, ᎢᏣᏓᏑᏴ ᎤᎾᏓᏥᏃᏍᏆᏰᏛ ᎠᎴ ᎤᎾᎪᎸᏛ ᏴᏫ ᎠᏁᎲᎢ, ᎾᏍᎩ ᎾᎿ ᎠᏁᎲ ᏕᏥᎸᏌᏓᏗᎭ ᎡᎶᎯ ᎢᎦ ᏗᏣᏘᏍᏓᏁᎯ ᎾᏍᎩᏯᎢ;","that ye may become blameless and harmless, children of God without blemish in the midst of a crooked and perverse generation, among whom ye are seen as lights in the world,",31
ᎯᎧᏔᎭ ᎨᏍᏗ ᏗᎧᏃᎮᏗ ᏱᏓᏂᏃᎮᏍᎪᎢ ᎧᏅᏂᏍᎩ.,You know spiders don’t tell stories.,6
ᏂᏗᎦᎵᏍᏗᏍᎪᎢ ᎣᎭᏁ ᎢᏴ ᎡᎯᏍᏗ ᏂᏛᏁᎰ.,And because of it we cause pain farther on down the road.,12
"ᎾᏂᎥᏉ ᎤᎾᏞᏒ ᎦᏅᏅᎢ, ᎢᏳᎾᏍᏗᎭᏉ ᎪᎱᏍᏗ ᏗᎬᏙᏗ ᏂᎨᏒᎾ ᏄᎾᎵᏍᏔᏅ; ᎥᏝ ᎩᎶ ᎣᏏᏳ ᎢᏯᏛᏁᎯ ᏱᎩ, ᎥᏝ ᏌᏉ ᎤᏅ.","They have all turned aside, they are together become unprofitable; There is none that doeth good, no, not so much as one:",22
ᎤᏲ ᎤᏂᏰᎸᏒᎩ Ꮀ ᎤᎬᏫᏳᏒ ᏅᏓᎦᎵᏍᏙᏗᏍᎬ ᎤᏁᏨ ᎾᏍᎩ ᎤᎧᏛ ᎿᏉ ᎤᏂᎪᏩᏛᏗ ᏂᎨᏒᎾ ᎨᏒᎢ. ᏥᏳᏃ ᏗᏔᎸᎢ ᏫᎬᏪᎧᏅᎩ.,"sorrowing most of all for the word which he had spoken, that they should behold his face no more. And they brought him on his way unto the ship.",29
"ᎤᏩᏓᎴᏃ ᎤᎷᏤᎢ, ᎯᎠ ᏄᏪᏎᎢ, ᏍᎩᎾᏝᎢ, ᎬᏂᏳᏉ ᎠᏂ ᏣᏤᎵ ᏑᏓᎨᏒ, ᎠᎩᏍᏆᏂᎪᏛᎩ ᎠᎩᏣᏄᎸᎩ ᎠᏯᏠᎩᎯ;","And another came, saying, Lord, behold, here is thy pound, which I kept laid up in a napkin:",18
"ᎦᎪᎨ ᏅᏩᏓᎴᏂᏨᏁᎸ? ᎠᎴ ᎦᏙ ᏣᎭ ᎾᏍᎩ ᏁᏣᏁᎸᎾ ᎨᏒᎢ? ᎢᏳᏃ ᎡᏣᏁᎸᎯ ᏱᎩ, ᎦᏙᏃ ᎢᎭᏢᏈᏍᎦ ᏁᏣᏁᎸᎾᏉ ᏥᎨᏐ ᎾᏍᎩᏯᎢ?","For who maketh thee to differ? and what hast thou that thou didst not receive? but if thou didst receive it, why dost thou glory as if thou hadst not received it?",32
"ᎢᏳᏰᏃ ᏱᎦᏓᏙᎵᏍᏗ ᏱᎬᏗᎭ ᏅᏩᎾᏓᎴ ᎤᏂᏬᏂᎯᏍᏗ ᎨᏒᎢ, ᎠᏆᏓᏅᏙ ᎠᏓᏙᎵᏍᏗᏍᎪᎢ; ᎠᏆᏓᏅᏛᏍᎩᏂ ᎥᏝ ᏱᎦᎾᏄᎪᏫᏍᎪ ᎣᏍᏛ ᎨᏒᎢ.","For if I pray in a tongue, my spirit prayeth, but my understanding is unfruitful.",15
"ᏥᏌᏃ ᎤᎪᎲᎩ ᎾᏍᎩ ᎠᏍᎦᏯ ᎦᏅᎬᎢ, ᎠᎴ ᎤᏙᎴᎰᏒ ᎨᏒᎢ, ᎯᎠ ᏄᏪᏎᎸᎩ; ᏣᏚᎵᏍᎪ ᎡᏣᏅᏬᏗᏱ?","When Jesus saw him lying, and knew that he had been now a long time in that case, he saith unto him, Wouldest thou be made whole?",27
"ᎿᏉᏃ ᎠᏂᏧᏏ ᎯᎠ ᏅᎬᏩᏪᏎᎸᎩ; ᎿᏉ ᎣᏣᏙᎴᎰᎯ ᎠᏍᎩᎾ ᏣᏯᎥᎢ. ᎡᏆᎭᎻ ᎤᏲᎱᏒ, ᎠᎴ ᎠᎾᏙᎴᎰᏍᎩ, ᏂᎯᏃ ᎯᎠ ᏂᎯᏪᎭ; ᎢᏳᏃ ᎩᎶ ᎠᏍᏆᏂᎪᏗᏍᎨᏍᏗ ᏥᏁᎬᎢ, ᎾᏍᎩ ᎥᏝ ᎢᎸᎯᏳ ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᎤᏙᎴᎰᏍᏗ ᏱᎨᏎᏍᏗ.","The Jews said unto him, Now we know that thou hast a demon. Abraham died, and the prophets; and thou sayest, If a man keep my word, he shall never taste of death.",33
ᎠᎴ ᏚᎾᏓᏁᏣᏍᏚᎸᎩ ᏔᎷᎩᏍᎩ ᏗᎪᏢᏔᏅᎯ ᏗᏓᏁᏣᏍᏚᎶ ᎾᏍᎩᏯᎢ; ᏗᏂᏃᎨᏂᏃ ᏚᏃᏴᎬ ᎤᏂᏣᏘ ᏐᏈᎵ ᏓᏆᎴᎷ ᏥᏓᏂᎾᏏᏂᏐ ᏓᎿᏩ ᏣᎾᎢᏐ ᎾᏍᎩᏯ ᎨᏒᎩ.,"And they had breastplates, as it were breastplates of iron; and the sound of their wings was as the sound of chariots, of many horses rushing to war.",28
"ᏂᎦᎥᏰᏃ ᎤᏇᏓᎵ ᎨᏒ ᎧᏃᏍᎦᏉ ᎾᏍᎩᏯᎢ, ᎠᎴ ᏂᎦᎥ ᎤᏓᎸᏉᏙᏗ ᎨᏒ ᏴᏫ, ᎧᏁᏍᎦ ᎤᏥᎸᏒ ᎾᏍᎩᏯᎢ. ᎧᏁᏍᎦ ᎧᏴᏍᎪᎢ, ᎠᎴ ᎤᏥᎸᏒᎢ ᎦᏙᎠᏍᎪᎢ, ᎧᏃᎮᏛᏍᎩᏂ ᎤᎬᏫᏳᎯ ᎤᏤᎵᎦ ᏂᎪᎯᎸ ᎡᎭ.","For, All flesh is as grass, And all the glory thereof as the flower of grass. The grass withereth, and the flower falleth:",23
"ᎩᎳᏉᏃ ᎢᏴᏛ ᏚᎦᏔᏅᎯᎠᏎ ᎤᏩᏥᏍᎦᎸ ᎢᏳᏍᏗ, ᎠᎴ ᎩᎳᏉ ᎢᏴᏛ ᎬᏩᎪᏩᏛᏗ ᏄᎵᏍᏔᏁᎢ; ᏚᎴᏅᏃ ᎠᎦᏬᎡᎢ.","And straightway there fell from his eyes as it were scales, and he received his sight; and he arose and was baptized;",22
ᏂᎦᏓᏗ ᎧᏂᎩᏓ ᏦᎳᏂ.,They’ve none of them got winders.,6
ᎤᎵᏍᎫᏪ ᏲᎾ ᎤᏤᏍᏙ.,Fern nodded.,2
"ᏑᏕᏘᏴᏓ ᎣᏁ, ᏂᎦᏓ ᎤᎪᏐᏅ ᎦᏅᏙᏗ.","After one year, the bag has decomposed.",7
"ᎨᏎᎻᏂᏃ ᏚᏙᎥ ᎤᏂᎷᏤᎢ; ᎯᎠᏃ ᏂᏚᏪᏎᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᎠᏂ ᎢᏥᏁᏍᏗ, ᏫᎦᏓᏙᎵᏍᏗᏍᎬ ᎢᎪᎯᏛ.","And they come unto a place which was named Gethsemane: and he saith unto his disciples, Sit ye here, while I pray.",22
ᏄᏂᎬᏫᏳᏒᏃ ᎠᏥᎸ-ᎠᏁᎶᎯ ᎠᎴ ᏗᏃᏪᎵᏍᎩ ᏓᏂᏙᎨ ᎤᎵᏂᎩᏛ ᎬᏭᎯᏍᏗᏍᎨᎢ.,"And the chief priests and the scribes stood, vehemently accusing him.",11
"ᎠᎴ ᎠᏂᎪᏗᏳ ᎠᎾᎵᏅᏟ ᎤᎬᏫᏳᎯ ᏧᎾᏁᎶᏗ ᎥᏆᎸᎥ ᎢᏳᏩᏂᏌᏛ ᏚᎾᎵᎪᏛ ᏚᎾᏓᏅᏛᎢ, ᎤᏟ ᎢᎦᎢ ᎾᏂᎾᏰᏍᎬᎾ ᏄᎾᎵᏍᏔᏅ ᎧᏃᎮᏛ ᎾᏂᏍᎦᎢᎲᎾ ᎤᏂᏃᎮᏗᏱ.","and that most of the brethren in the Lord, being confident through my bonds, are more abundantly bold to speak the word of God without fear.",26
"”ᎤᏓᏙᎵᏍᏗ ᏍᎩᎾᏂ,” ᎤᏛᏁ ᏫᎵᎻ, ᏃᏗ ᎤᏙᏩᏗᏍᎬ ᎤᏓᏏᏁᎢ ᎩᎳᏈᏴ ᏭᏢᏁ.","“That’s a mercy,” replied Wilbur, and he lay down in the shade of his fence and went fast asleep.",19
"ᎾᏍᎩᏯ ᏂᎪᎩᏪᏎᎸ ᎾᏍᎩ ᏗᏓᎴᏂᏍᎬ ᏅᏓᎬᏓᎴᏅᏛ ᎤᏅᏒ ᎤᏂᎪᎯᏙᎸᎯ, ᎠᎴ ᎧᏃᎮᏛ ᎤᎾᎵᏥᏙᏅᎯ ᎨᏒᎢ--","even as they delivered them unto us, who from the beginning were eyewitnesses and ministers of the word,",18
"ᎡᎳᏗ ᏄᏛᏁᎴ ᏌᎳᏓ ᏃᎴ ᎤᏍᏗ ᏄᎵᏍᏔᏁᎢ ᎤᏗᏍᎦᏢ ᎠᏔᎴᎦᏒᎢ, ᎤᎪᏩᏛᏗ ᏱᎨᏒᎾ ᎡᎳᏆᏗ.","Charlotte crouched and made herself as small as possible in the knothole, so Avery wouldn’t see her.",17
ᏍᏈᏍᏓ ᏴᏫ ᎤᎾᏕᏯᏍᏕᎢ. ᎤᎵᏏᏂᏗ ᎠᏰᎴᎮᎢ ᎡᎶᏗ ᎩᎶ ᎤᏦᎣᏍᏙᏗ ᏱᎨᏒᎾ.,"Crowds of people surrounded it, and Mr. Arable had to drive very carefully in order not to run over anybody.",20
ᎨᏍᏗ ᏣᏍᏆᏂᎪᎯᏍᏗ ᏱᎩ ᏗᎧᎾᏩᏛᏍᏗ.,The language of the law is not a mystery to you.,11
"(ᎣᎦᎵᏍᏕᎸᏙᏗᏰᏃ ᎨᏒ ᏓᏅᏩ ᎣᏣᎢᏒ ᎥᏝ ᎤᏇᏓᎵ ᏧᏩᏙᏗ ᏱᎩ, ᏧᎵᏂᎩᏗᏳᏍᎩᏂ ᎤᏁᎳᏅᎯ ᎢᏳᏩᏂᏌᏛ, ᏓᏐᏲᎥᏗᏍᎬ ᎤᎵᏂᎩᏛ ᏓᏐᏴᎢ.)","(for the weapons of our warfare are not of the flesh, but mighty before God to the casting down of strongholds);",21
ᎠᎩᏁᎵᏍᎪ ᎤᎵᏲᏗ.”,I can’t stand hysterics.”,4
"ᎾᏉᏃ ᎾᏍᎩ ᎢᏧᎳᎭ ᎨᏥᏅᏏᏓᏍᏗ ᎤᎾᏙᎴᎰᏒ ᏄᎵᏍᏔᏅᎢ ᎤᏣᏘ ᎤᏲ ᎤᏂᏰᎸᏁᎢ, ᎠᎴ ᎤᏂᎷᏤ ᎤᏂᏃᏁᎴ ᏧᏂᎾᏝᎢ ᏂᎦᏛ ᏄᎵᏍᏔᏂᏙᎸᎢ.","So when his fellow-servants saw what was done, they were exceeding sorry, and came and told unto their lord all that was done.",23
"ᏝᏍᎪ ᏗᏩᎵ ᏗᎪᏢᏍᎩ ᏳᎭ ᎠᏓᏅᏖᏍᎬ ᎢᏳᏩᏁᎵᏓᏍᏗᏱ ᎦᏓᏆᎳ, ᎾᏍᎩᏉ ᎦᎾᏆᎸᏒ ᎠᎬᎭᎸᏛ ᏌᏉ ᎠᏖᎵᏙ ᎤᏬᏢᏗᏱ ᎦᎸᏉᏙᏗ, ᏅᏩᏓᎴᏃ ᎦᎸᏉᏗᏗ ᏂᎨᏒᎾ?","Or hath not the potter a right over the clay, from the same lump to make one part a vessel unto honor, and another unto dishonor?",26
ᎿᏉᏃ ᎤᏁᎳᏅᎯ ᎠᎴ ᎢᎩᏙᏓ ᎦᎸᏉᏙᏗ ᎨᏎᏍᏗ ᏂᎪᎯᎸ ᎠᎴ ᏂᎪᎯᎸᎢ. ᎡᎺᏅ.,Now unto our God and Father be the glory for ever and ever. Amen.,14
"”ᏫᎵᎻ,” ᎤᏛᏁ ᏲᎾ ᎤᏤᏍᏙ, ᎠᏍᎩᏥᏍᎩ.","“Wilbur,” replied Fern, dreamily.",4
"ᏉᎳᏃ ᎠᏏ ᎤᏬᎯᏨᎩ ᎤᏪᏙᎸᎩ; ᎿᏉᏃ ᏚᏲᎵᎸ ᎠᎾᏓᏅᏟ, ᏥᏳᎯ ᏭᏣᏅᎩ ᏏᎵᏱ ᏭᎶᏒᎩ; ᎠᎴ ᎾᏍᏉ ᏈᏏᎳ ᎠᎴ ᎡᏈᎳ ᎬᏩᏍᏓᏩᏛᏒᎩ, ᎤᎵᏍᏙᏰᎲᎯ ᎨᏒᎩ ᏒᏟᏯ ᎢᏴᏛ, ᎤᏁᎳᏅᎯᏰᏃ ᎤᏚᎢᏍᏓᏁᎸᎯ ᎨᏒᎩ.","And Paul, having tarried after this yet many days, took his leave of the brethren, and sailed thence for Syria, and with him Priscilla and Aquila: having shorn his head in Cenchreæ; for he had a vow.",37
"ᎠᎴ ᎾᏍᎩ ᎠᏥᏁᎸᎩ ᎤᎾᏓᏅᏘ ᏓᎿᏩ ᎢᏳᏅᏁᏗᏱ, ᎠᎴ ᎾᏍᎩ ᏧᏎᎪᎩᏍᏗᏱ; ᎠᎴ ᎠᏥᏁᎸᎩ ᎾᏍᎩ ᎢᏳᏩᏂᏐᏗᏱ ᏗᎬᏩᏁᎶᏙᏗᏱ ᎾᏂᎥ ᏓᏂᎳᏍᏓᎳᏩᏗᏒᎢ, ᎠᎴ ᏧᏓᎴᏅᏛ ᏗᏂᏬᏂᏍᎩ ᎨᏒᎢ, ᎠᎴ ᎤᎾᏓᏤᎵᏛ ᏴᏫ ᏓᏁᏩᏗᏒᎢ.","And it was given unto him to make war with the saints, and to overcome them: and there was given to him authority over every tribe and people and tongue and nation.",32
ᏍᎩᎾᎾ ᏄᎵᏍᏗᏍᎪ ᎯᎸᎢᏴ.,“He gets these spells.,4
ᎠᎴ ᎨᏍᏗ ᎾᎥᏂ ᏱᎩ.,And none too soon.,4
"ᎤᎾᏕᎰᏔᏁᏅᏃ, ᎬᏩᏄᏪᏎ ᎩᎦᎨᎢ, ᎠᎴ ᎤᏩᏒ ᏧᏄᏬ ᏕᎬᏩᏄᏬᎡᎢ, ᎠᎴ ᏫᎬᏩᏘᏅᏍᏔᏁ ᎬᏩᏛᏗᏱ.","And when they had mocked him, they took off from him the purple, and put on him his garments. And they lead him out to crucify him.",27
“Ꭾ-Ꭰ-Ꭰ!” ᎤᎾᏛᏁᎢ ᎤᏂᏃᏕᎾ.,“He-aa-aa!” answered the sheep all together.,6
ᏍᏈᏍᏔ.,Many of them.,3
"ᎬᏂᏳᏉᏃ ᎾᏍᎦᎢᎲᎾ ᎦᏬᏂᎭ, ᎠᎴ ᎥᏝ ᎪᎱᏍᏗ ᏯᏃᏎᎭ. ᏥᏌ ᎤᏂᎬᏫᏳᎯ ᎤᏙᎯᏳᎯ ᎠᏂᎦᏔᎭ ᎾᏍᎩ ᎤᏙᎯᏳᎯᏯ ᎦᎶᏁᏛ ᎨᏒᎢ?","And lo, he speaketh openly, and they say nothing unto him. Can it be that the rulers indeed know that this is the Christ?",24
"ᎢᏤᏯᏔᎮᏍᏗ ᏞᏍᏗ ᎩᎶ ᏥᏥᎾᏌᏂ, ᎠᏏᎾᏍᏛ ᎦᏬᏂᎯᏍᏗ ᎨᏒ ᎬᏗ, ᎾᏍᎩᏯ ᏴᏫ ᏓᎾᏕᏲᎲᏍᎬᎢ, ᎾᏍᎩᏯ ᎡᎶᎯ ᏗᎴᏅᏙᏗ ᏓᏕᏲᎲᏍᎬᎢ, ᎥᏝᏃ ᎾᏍᎩᏯ ᎦᎶᏁᏛ ᏓᏕᏲᎲᏍᎬᎢ;","Take heed lest there shall be any one that maketh spoil of you through his philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ:",34
ᏔᎵ ᎢᎦ ᏕᏣᏂᎬᎦ ᏗᏣᏏᎳᏛᏗ.”,You lack two things needed for spinning a web.”,9
"ᎯᎠ ᎾᏥᏪᏎᎲᎩ ᏑᏓᎵᏁ ᎨᏒ ᏗᎧᎿᏩᏗᏙᎯ ᎠᏤᎷᎩ ᎦᏁᎯ, ᏔᎸᏒ ᎾᏍᎩ Ꮎ ᏅᎩ ᎢᏯᏂᏛ ᏗᏂᎧᎿᏩᏗᏙᎯ ᎤᏔᏅ ᎡᏉᏂ ᎤᏪᏴ ᎷᏇ Ꮧ ᏥᏕᎨᎦᎸᎥ.","one saying to the sixth angel that had the trumpet, Loose the four angels that are bound at the great river Euphrates.",22
ᏦᏌᏯᏃ ᏤᎪᎾᏯ ᎠᎴ ᎠᎾᏓᏅᏟ ᎬᏩᏕᏁᎴᎢ; ᎾᎯᏳ ᏓᏗᎶᏂ ᏥᏫᏗᎨᎦᏘᏅᏍᏔᏁᎢ;,"and Josiah begat Jechoniah and his brethren, at the time of the carrying away to Babylon.",16
"“Ꭵ, ᎤᏙᏳᎯ,” ᎤᏛᏁ","Yes, you are right, he said",6
ᏥᎷᏏᎵᎻᏃ ᎤᏂᎷᏨ ᎦᎬᏩᎾᏓᏂᎸᏤ ᏧᎾᏁᎶᏗ ᎤᎾᏓᏡᎬ ᎠᎴ ᎨᏥᏅᏏᏛ ᎠᎴ ᏗᎨᎦᏁᎶᏗ; ᎤᏂᏃᎮᎴᏃ ᏂᎦᎥ ᎤᏁᎳᏅᎯ ᏄᏛᏁᎸ ᎤᏂᏍᏕᎸᎯᏙᎸᎢ.,"And when they were come to Jerusalem, they were received of the church and the apostles and the elders, and they rehearsed all things that God had done with them.",30
"ᏑᎾᎴ ᏯᎩᏰᏨ ᎠᏓᎾᏅ ᎠᏲᏓᏒ ᏫᎦᏗᏔᏍᎬ ᎧᏫ, ᏳᎧᎭᏛᎾᏱᎩ ᎠᎴ ᏯᎦᏍᎬᎾᏱᎩ, ᏍᎪᏁ ᎨᏴ ᏫᏕᎦᎦᏂᏍᎬ ᏗᏦᎭᏴ, ᏕᎦᎦᎡᏍᏗᏍᎬ ᏑᎾᎴᎢ ᏓᏂᏐᏍᎬ ᎠᏂᏲᏍᎩ, ᎦᏚᏏ ᏗᏂᏯᎴᎩ ᎠᏂᏴᏫᏯ ᏓᏓᏁᎸ.",From the post I would wake up and take my coffee onto the porch and if it wasn’t too foggy or rainy look down across the river to the fort and watch little groups of soldiers sally forth shortly after dawn to search the mountains and collect Indians cabin by cabin.,51
ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ; ᎢᏥᏍᎦᏯ ᎢᏏᎵ ᏧᏪᏥ ᎢᏤᏯᏔᎮᏍᏗ ᏄᏍᏛ ᎢᏣᏓᏅᏖᏍᎬ ᎢᏗᏳᏁᏗᏱ ᎯᎠ ᎠᏂᏍᎦᏯ.,"And he said unto them, Ye men of Israel, take heed to yourselves as touching these men, what ye are about to do.",23
"ᎾᏍᎩᏴ ᎶᏩᏂ ᏄᏛᏁᎳ, ᏄᏓᎴ ᎠᏍᎦᏯ, ᏣᏥ ᎡᎵᏍᏗ, ᎢᏧᎳ ᏧᏬᏰᏂ ᎬᏘ ᎤᏩᎭᏂᎴ Philadelphia ᏓᏳᎶᏒ ᎠᏧᏣ ᎠᏴᏤᏂ ᏃᎴ ᎦᏅᏬᎢ ᎠᏰᎵ.","At nearly the same moment that Lowan made his move, another man, George maybe, must have taken a two-handed swipe at the Philadelphia boy and buried the hatchet head deep at the junction of his neck and shoulder.",38
